,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
0,"Tue, Oct 27, 2015",8:00p,Cleveland Cavaliers,95,Chicago Bulls,97,Box Score,,21957,United Center,
1,"Tue, Oct 27, 2015",8:00p,Detroit Pistons,106,Atlanta Hawks,94,Box Score,,19187,Philips Arena,
2,"Tue, Oct 27, 2015",10:30p,New Orleans Pelicans,95,Golden State Warriors,111,Box Score,,19596,Oracle Arena,
3,"Wed, Oct 28, 2015",7:00p,Washington Wizards,88,Orlando Magic,87,Box Score,,18846,Amway Center,
4,"Wed, Oct 28, 2015",7:30p,Philadelphia 76ers,95,Boston Celtics,112,Box Score,,18624,TD Garden,
5,"Wed, Oct 28, 2015",7:30p,Chicago Bulls,115,Brooklyn Nets,100,Box Score,,17732,Barclays Center,
6,"Wed, Oct 28, 2015",7:30p,Utah Jazz,87,Detroit Pistons,92,Box Score,,18434,The Palace of Auburn Hills,
7,"Wed, Oct 28, 2015",7:30p,Indiana Pacers,99,Toronto Raptors,106,Box Score,,19800,Air Canada Centre,
8,"Wed, Oct 28, 2015",7:30p,Charlotte Hornets,94,Miami Heat,104,Box Score,,19724,AmericanAirlines Arena,
9,"Wed, Oct 28, 2015",8:00p,New York Knicks,122,Milwaukee Bucks,97,Box Score,,18717,BMO Harris Bradley Center,
10,"Wed, Oct 28, 2015",8:00p,San Antonio Spurs,106,Oklahoma City Thunder,112,Box Score,,18203,Chesapeake Energy Arena,
11,"Wed, Oct 28, 2015",8:00p,Cleveland Cavaliers,106,Memphis Grizzlies,76,Box Score,,18119,FedEx Forum,
12,"Wed, Oct 28, 2015",8:00p,Denver Nuggets,105,Houston Rockets,85,Box Score,,18240,Toyota Center,
13,"Wed, Oct 28, 2015",10:00p,Dallas Mavericks,111,Phoenix Suns,95,Box Score,,18055,Talking Stick Resort Arena,
14,"Wed, Oct 28, 2015",10:00p,New Orleans Pelicans,94,Portland Trail Blazers,112,Box Score,,19393,Moda Center,
15,"Wed, Oct 28, 2015",10:00p,Los Angeles Clippers,111,Sacramento Kings,104,Box Score,,17458,Sleep Train Arena,
16,"Wed, Oct 28, 2015",10:30p,Minnesota Timberwolves,112,Los Angeles Lakers,111,Box Score,,18997,STAPLES Center,
17,"Thu, Oct 29, 2015",7:00p,Memphis Grizzlies,112,Indiana Pacers,103,Box Score,,18165,Bankers Life Fieldhouse,
18,"Thu, Oct 29, 2015",8:00p,Atlanta Hawks,112,New York Knicks,101,Box Score,,19812,Madison Square Garden (IV),
19,"Thu, Oct 29, 2015",10:30p,Dallas Mavericks,88,Los Angeles Clippers,104,Box Score,,19218,STAPLES Center,
20,"Fri, Oct 30, 2015",7:00p,Miami Heat,92,Cleveland Cavaliers,102,Box Score,,20562,Quicken Loans Arena,
21,"Fri, Oct 30, 2015",7:00p,Utah Jazz,99,Philadelphia 76ers,71,Box Score,,17122,Wells Fargo Center,
22,"Fri, Oct 30, 2015",7:00p,Oklahoma City Thunder,139,Orlando Magic,136,Box Score,2OT,18846,Amway Center,
23,"Fri, Oct 30, 2015",7:30p,Toronto Raptors,113,Boston Celtics,103,Box Score,,16898,TD Garden,
24,"Fri, Oct 30, 2015",7:30p,Chicago Bulls,94,Detroit Pistons,98,Box Score,OT,16035,The Palace of Auburn Hills,
25,"Fri, Oct 30, 2015",8:00p,Charlotte Hornets,94,Atlanta Hawks,97,Box Score,,17024,Philips Arena,
26,"Fri, Oct 30, 2015",8:00p,Washington Wizards,118,Milwaukee Bucks,113,Box Score,,13858,BMO Harris Bradley Center,
27,"Fri, Oct 30, 2015",8:30p,Brooklyn Nets,75,San Antonio Spurs,102,Box Score,,18418,AT&T Center,
28,"Fri, Oct 30, 2015",9:00p,Minnesota Timberwolves,95,Denver Nuggets,78,Box Score,,17660,Pepsi Center,
29,"Fri, Oct 30, 2015",9:30p,Golden State Warriors,112,Houston Rockets,92,Box Score,,18142,Toyota Center,
30,"Fri, Oct 30, 2015",10:00p,Los Angeles Lakers,114,Sacramento Kings,132,Box Score,,17391,Sleep Train Arena,
31,"Fri, Oct 30, 2015",10:30p,Portland Trail Blazers,92,Phoenix Suns,110,Box Score,,18055,Talking Stick Resort Arena,
32,"Sat, Oct 31, 2015",7:00p,Utah Jazz,97,Indiana Pacers,76,Box Score,,14412,Bankers Life Fieldhouse,
33,"Sat, Oct 31, 2015",7:00p,New York Knicks,117,Washington Wizards,110,Box Score,,20356,Verizon Center,
34,"Sat, Oct 31, 2015",7:30p,Golden State Warriors,134,New Orleans Pelicans,120,Box Score,,18406,Smoothie King Center,
35,"Sat, Oct 31, 2015",8:00p,Brooklyn Nets,91,Memphis Grizzlies,101,Box Score,,16013,FedEx Forum,
36,"Sat, Oct 31, 2015",10:00p,Phoenix Suns,101,Portland Trail Blazers,90,Box Score,,17906,Moda Center,
37,"Sat, Oct 31, 2015",10:30p,Sacramento Kings,109,Los Angeles Clippers,114,Box Score,,19060,STAPLES Center,
0,"Sun, Nov 1, 2015",2:00p,Atlanta Hawks,94,Charlotte Hornets,92,Box Score,,18691,Time Warner Cable Arena,
1,"Sun, Nov 1, 2015",3:30p,San Antonio Spurs,95,Boston Celtics,87,Box Score,,17461,TD Garden,
2,"Sun, Nov 1, 2015",6:00p,Houston Rockets,89,Miami Heat,109,Box Score,,19600,AmericanAirlines Arena,
3,"Sun, Nov 1, 2015",6:00p,Milwaukee Bucks,87,Toronto Raptors,106,Box Score,,19800,Air Canada Centre,
4,"Sun, Nov 1, 2015",7:00p,Orlando Magic,87,Chicago Bulls,92,Box Score,,21585,United Center,
5,"Sun, Nov 1, 2015",7:00p,Denver Nuggets,93,Oklahoma City Thunder,117,Box Score,,18203,Chesapeake Energy Arena,
6,"Sun, Nov 1, 2015",9:30p,Dallas Mavericks,103,Los Angeles Lakers,93,Box Score,,18997,STAPLES Center,
7,"Mon, Nov 2, 2015",7:00p,Cleveland Cavaliers,107,Philadelphia 76ers,100,Box Score,,18094,Wells Fargo Center,
8,"Mon, Nov 2, 2015",7:30p,Milwaukee Bucks,103,Brooklyn Nets,96,Box Score,,12576,Barclays Center,
9,"Mon, Nov 2, 2015",7:30p,San Antonio Spurs,94,New York Knicks,84,Box Score,,19812,Madison Square Garden (IV),
10,"Mon, Nov 2, 2015",8:00p,Oklahoma City Thunder,105,Houston Rockets,110,Box Score,,17224,Toyota Center,
11,"Mon, Nov 2, 2015",8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,101,Box Score,,18903,Target Center,
12,"Mon, Nov 2, 2015",10:30p,Memphis Grizzlies,69,Golden State Warriors,119,Box Score,,19596,Oracle Arena,
13,"Mon, Nov 2, 2015",10:30p,Phoenix Suns,96,Los Angeles Clippers,102,Box Score,,19060,STAPLES Center,
14,"Tue, Nov 3, 2015",7:00p,Chicago Bulls,105,Charlotte Hornets,130,Box Score,,15136,Time Warner Cable Arena,
15,"Tue, Nov 3, 2015",7:30p,Indiana Pacers,94,Detroit Pistons,82,Box Score,,13325,The Palace of Auburn Hills,
16,"Tue, Nov 3, 2015",7:30p,Atlanta Hawks,98,Miami Heat,92,Box Score,,19600,AmericanAirlines Arena,
17,"Tue, Nov 3, 2015",8:00p,Orlando Magic,103,New Orleans Pelicans,94,Box Score,,16876,Smoothie King Center,
18,"Tue, Nov 3, 2015",8:30p,Toronto Raptors,102,Dallas Mavericks,91,Box Score,,20034,American Airlines Center,
19,"Tue, Nov 3, 2015",10:00p,Memphis Grizzlies,103,Sacramento Kings,89,Box Score,,17317,Sleep Train Arena,
20,"Tue, Nov 3, 2015",10:30p,Denver Nuggets,120,Los Angeles Lakers,109,Box Score,,18997,STAPLES Center,
21,"Wed, Nov 4, 2015",7:00p,Boston Celtics,98,Indiana Pacers,100,Box Score,,14022,Bankers Life Fieldhouse,
22,"Wed, Nov 4, 2015",7:00p,San Antonio Spurs,99,Washington Wizards,102,Box Score,,17721,Verizon Center,
23,"Wed, Nov 4, 2015",8:00p,Brooklyn Nets,87,Atlanta Hawks,101,Box Score,,14044,Philips Arena,
24,"Wed, Nov 4, 2015",8:00p,New York Knicks,86,Cleveland Cavaliers,96,Box Score,,20562,Quicken Loans Arena,
25,"Wed, Nov 4, 2015",8:00p,Orlando Magic,114,Houston Rockets,119,Box Score,OT,16735,Toyota Center,
26,"Wed, Nov 4, 2015",8:00p,Philadelphia 76ers,87,Milwaukee Bucks,91,Box Score,,12437,BMO Harris Bradley Center,
27,"Wed, Nov 4, 2015",8:00p,Toronto Raptors,103,Oklahoma City Thunder,98,Box Score,,18203,Chesapeake Energy Arena,
28,"Wed, Nov 4, 2015",9:00p,Sacramento Kings,97,Phoenix Suns,118,Box Score,,16497,Talking Stick Resort Arena,
29,"Wed, Nov 4, 2015",9:00p,Portland Trail Blazers,108,Utah Jazz,92,Box Score,,19911,Vivint Smart Home Arena,
30,"Wed, Nov 4, 2015",10:30p,Los Angeles Clippers,108,Golden State Warriors,112,Box Score,,19596,Oracle Arena,
31,"Thu, Nov 5, 2015",8:00p,Oklahoma City Thunder,98,Chicago Bulls,104,Box Score,,21861,United Center,
32,"Thu, Nov 5, 2015",8:00p,Miami Heat,96,Minnesota Timberwolves,84,Box Score,,11794,Target Center,
33,"Thu, Nov 5, 2015",8:30p,Charlotte Hornets,108,Dallas Mavericks,94,Box Score,,19635,American Airlines Center,
34,"Thu, Nov 5, 2015",9:00p,Utah Jazz,96,Denver Nuggets,84,Box Score,,9906,Pepsi Center,
35,"Thu, Nov 5, 2015",10:30p,Memphis Grizzlies,96,Portland Trail Blazers,115,Box Score,,19393,Moda Center,
36,"Fri, Nov 6, 2015",7:00p,Toronto Raptors,87,Orlando Magic,92,Box Score,,16578,Amway Center,
37,"Fri, Nov 6, 2015",7:30p,Washington Wizards,98,Boston Celtics,118,Box Score,,18624,TD Garden,
38,"Fri, Nov 6, 2015",7:30p,Los Angeles Lakers,104,Brooklyn Nets,98,Box Score,,17732,Barclays Center,
39,"Fri, Nov 6, 2015",7:30p,Philadelphia 76ers,102,Cleveland Cavaliers,108,Box Score,,20562,Quicken Loans Arena,
40,"Fri, Nov 6, 2015",7:30p,Milwaukee Bucks,99,New York Knicks,92,Box Score,,19812,Madison Square Garden (IV),
41,"Fri, Nov 6, 2015",8:00p,Miami Heat,87,Indiana Pacers,90,Box Score,,16914,Bankers Life Fieldhouse,
42,"Fri, Nov 6, 2015",8:00p,Atlanta Hawks,121,New Orleans Pelicans,115,Box Score,,16983,Smoothie King Center,
43,"Fri, Nov 6, 2015",9:30p,Detroit Pistons,100,Phoenix Suns,92,Box Score,,16676,Talking Stick Resort Arena,
44,"Fri, Nov 6, 2015",10:30p,Denver Nuggets,104,Golden State Warriors,119,Box Score,,19596,Oracle Arena,
45,"Fri, Nov 6, 2015",10:30p,Houston Rockets,116,Sacramento Kings,110,Box Score,,16983,Sleep Train Arena,
46,"Sat, Nov 7, 2015",6:00p,Minnesota Timberwolves,102,Chicago Bulls,93,Box Score,OT,21988,United Center,
47,"Sat, Nov 7, 2015",7:00p,Orlando Magic,105,Philadelphia 76ers,97,Box Score,,15207,Wells Fargo Center,
48,"Sat, Nov 7, 2015",7:30p,Washington Wizards,99,Atlanta Hawks,114,Box Score,,18047,Philips Arena,
49,"Sat, Nov 7, 2015",8:30p,New Orleans Pelicans,98,Dallas Mavericks,107,Box Score,,20454,American Airlines Center,
50,"Sat, Nov 7, 2015",8:30p,Brooklyn Nets,86,Milwaukee Bucks,94,Box Score,,15228,BMO Harris Bradley Center,
51,"Sat, Nov 7, 2015",8:30p,Charlotte Hornets,94,San Antonio Spurs,114,Box Score,,18418,AT&T Center,
52,"Sat, Nov 7, 2015",9:00p,Memphis Grizzlies,79,Utah Jazz,89,Box Score,,19456,Vivint Smart Home Arena,
53,"Sat, Nov 7, 2015",10:00p,Golden State Warriors,103,Sacramento Kings,94,Box Score,,17317,Sleep Train Arena,
54,"Sat, Nov 7, 2015",10:30p,Houston Rockets,109,Los Angeles Clippers,105,Box Score,,19361,STAPLES Center,
55,"Sun, Nov 8, 2015",3:30p,Indiana Pacers,97,Cleveland Cavaliers,101,Box Score,,20562,Quicken Loans Arena,
56,"Sun, Nov 8, 2015",3:30p,Los Angeles Lakers,95,New York Knicks,99,Box Score,,19812,Madison Square Garden (IV),
57,"Sun, Nov 8, 2015",6:00p,Toronto Raptors,76,Miami Heat,96,Box Score,,19600,AmericanAirlines Arena,
58,"Sun, Nov 8, 2015",7:00p,Phoenix Suns,103,Oklahoma City Thunder,124,Box Score,,18203,Chesapeake Energy Arena,
59,"Sun, Nov 8, 2015",9:00p,Detroit Pistons,120,Portland Trail Blazers,103,Box Score,,19393,Moda Center,
60,"Mon, Nov 9, 2015",7:00p,Orlando Magic,84,Indiana Pacers,97,Box Score,,13104,Bankers Life Fieldhouse,
61,"Mon, Nov 9, 2015",7:00p,Chicago Bulls,111,Philadelphia 76ers,88,Box Score,,13879,Wells Fargo Center,
62,"Mon, Nov 9, 2015",8:00p,Minnesota Timberwolves,117,Atlanta Hawks,107,Box Score,,12016,Philips Arena,
63,"Mon, Nov 9, 2015",9:00p,Portland Trail Blazers,104,Denver Nuggets,108,Box Score,,9153,Pepsi Center,
64,"Mon, Nov 9, 2015",10:00p,San Antonio Spurs,106,Sacramento Kings,88,Box Score,,17317,Sleep Train Arena,
65,"Mon, Nov 9, 2015",10:30p,Detroit Pistons,95,Golden State Warriors,109,Box Score,,19596,Oracle Arena,
66,"Mon, Nov 9, 2015",10:30p,Memphis Grizzlies,92,Los Angeles Clippers,94,Box Score,,19060,STAPLES Center,
67,"Tue, Nov 10, 2015",7:00p,Utah Jazz,114,Cleveland Cavaliers,118,Box Score,,20562,Quicken Loans Arena,
68,"Tue, Nov 10, 2015",7:00p,Oklahoma City Thunder,125,Washington Wizards,101,Box Score,,20356,Verizon Center,
69,"Tue, Nov 10, 2015",7:30p,Los Angeles Lakers,88,Miami Heat,101,Box Score,,19825,AmericanAirlines Arena,
70,"Tue, Nov 10, 2015",7:30p,New York Knicks,111,Toronto Raptors,109,Box Score,,19800,Air Canada Centre,
71,"Tue, Nov 10, 2015",8:00p,Boston Celtics,99,Milwaukee Bucks,83,Box Score,,11822,BMO Harris Bradley Center,
72,"Tue, Nov 10, 2015",8:00p,Charlotte Hornets,104,Minnesota Timberwolves,95,Box Score,,14722,Target Center,
73,"Tue, Nov 10, 2015",8:00p,Dallas Mavericks,105,New Orleans Pelicans,120,Box Score,,17128,Smoothie King Center,
74,"Wed, Nov 11, 2015",7:00p,New York Knicks,93,Charlotte Hornets,95,Box Score,,16643,Time Warner Cable Arena,
75,"Wed, Nov 11, 2015",7:00p,Los Angeles Lakers,99,Orlando Magic,101,Box Score,,18846,Amway Center,
76,"Wed, Nov 11, 2015",7:00p,Toronto Raptors,119,Philadelphia 76ers,103,Box Score,,12744,Wells Fargo Center,
77,"Wed, Nov 11, 2015",7:30p,Indiana Pacers,102,Boston Celtics,91,Box Score,,17879,TD Garden,
78,"Wed, Nov 11, 2015",8:00p,New Orleans Pelicans,98,Atlanta Hawks,106,Box Score,,15597,Philips Arena,
79,"Wed, Nov 11, 2015",8:00p,Los Angeles Clippers,108,Dallas Mavericks,118,Box Score,,19805,American Airlines Center,
80,"Wed, Nov 11, 2015",8:00p,Brooklyn Nets,106,Houston Rockets,98,Box Score,,18155,Toyota Center,
81,"Wed, Nov 11, 2015",8:00p,Golden State Warriors,100,Memphis Grizzlies,84,Box Score,,18119,FedEx Forum,
82,"Wed, Nov 11, 2015",9:00p,Milwaukee Bucks,102,Denver Nuggets,103,Box Score,,9403,Pepsi Center,
83,"Wed, Nov 11, 2015",10:00p,Detroit Pistons,92,Sacramento Kings,101,Box Score,,17317,Sleep Train Arena,
84,"Wed, Nov 11, 2015",10:30p,San Antonio Spurs,113,Portland Trail Blazers,101,Box Score,,19393,Moda Center,
85,"Thu, Nov 12, 2015",7:30p,Utah Jazz,91,Miami Heat,92,Box Score,,19600,AmericanAirlines Arena,
86,"Thu, Nov 12, 2015",8:00p,Golden State Warriors,129,Minnesota Timberwolves,116,Box Score,,16130,Target Center,
87,"Thu, Nov 12, 2015",10:30p,Los Angeles Clippers,104,Phoenix Suns,118,Box Score,,17204,Talking Stick Resort Arena,
88,"Fri, Nov 13, 2015",7:00p,Minnesota Timberwolves,103,Indiana Pacers,107,Box Score,,16797,Bankers Life Fieldhouse,
89,"Fri, Nov 13, 2015",7:00p,Utah Jazz,93,Orlando Magic,102,Box Score,,16709,Amway Center,
90,"Fri, Nov 13, 2015",7:30p,Atlanta Hawks,93,Boston Celtics,106,Box Score,,17138,TD Garden,
91,"Fri, Nov 13, 2015",7:30p,Cleveland Cavaliers,90,New York Knicks,84,Box Score,,19812,Madison Square Garden (IV),
92,"Fri, Nov 13, 2015",7:30p,New Orleans Pelicans,81,Toronto Raptors,100,Box Score,,19800,Air Canada Centre,
93,"Fri, Nov 13, 2015",8:00p,Charlotte Hornets,97,Chicago Bulls,102,Box Score,,21749,United Center,
94,"Fri, Nov 13, 2015",8:00p,Portland Trail Blazers,100,Memphis Grizzlies,101,Box Score,,16919,FedEx Forum,
95,"Fri, Nov 13, 2015",8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,102,Box Score,,18203,Chesapeake Energy Arena,
96,"Fri, Nov 13, 2015",8:30p,Los Angeles Lakers,82,Dallas Mavericks,90,Box Score,,20260,American Airlines Center,
97,"Fri, Nov 13, 2015",9:00p,Houston Rockets,98,Denver Nuggets,107,Box Score,,16113,Pepsi Center,
98,"Fri, Nov 13, 2015",10:00p,Brooklyn Nets,109,Sacramento Kings,111,Box Score,,17131,Sleep Train Arena,
99,"Sat, Nov 14, 2015",3:30p,Detroit Pistons,96,Los Angeles Clippers,101,Box Score,,19060,STAPLES Center,
100,"Sat, Nov 14, 2015",7:00p,Orlando Magic,99,Washington Wizards,108,Box Score,,18311,Verizon Center,
101,"Sat, Nov 14, 2015",8:00p,Dallas Mavericks,110,Houston Rockets,98,Box Score,,18231,Toyota Center,
102,"Sat, Nov 14, 2015",8:30p,Cleveland Cavaliers,105,Milwaukee Bucks,108,Box Score,2OT,18717,BMO Harris Bradley Center,
103,"Sat, Nov 14, 2015",8:30p,Philadelphia 76ers,83,San Antonio Spurs,92,Box Score,,18418,AT&T Center,
104,"Sat, Nov 14, 2015",9:00p,Denver Nuggets,81,Phoenix Suns,105,Box Score,,16722,Talking Stick Resort Arena,
105,"Sat, Nov 14, 2015",10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,OT,19596,Oracle Arena,
106,"Sun, Nov 15, 2015",12:00p,New Orleans Pelicans,87,New York Knicks,95,Box Score,,19812,Madison Square Garden (IV),
107,"Sun, Nov 15, 2015",3:30p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,12086,Target Center,
108,"Sun, Nov 15, 2015",5:00p,Portland Trail Blazers,94,Charlotte Hornets,106,Box Score,,15317,Time Warner Cable Arena,
109,"Sun, Nov 15, 2015",6:00p,Utah Jazz,97,Atlanta Hawks,96,Box Score,,14436,Philips Arena,
110,"Sun, Nov 15, 2015",7:00p,Boston Celtics,100,Oklahoma City Thunder,85,Box Score,,18203,Chesapeake Energy Arena,
111,"Sun, Nov 15, 2015",9:00p,Toronto Raptors,101,Sacramento Kings,107,Box Score,,17006,Sleep Train Arena,
112,"Sun, Nov 15, 2015",9:30p,Detroit Pistons,85,Los Angeles Lakers,97,Box Score,,18997,STAPLES Center,
113,"Mon, Nov 16, 2015",7:00p,Dallas Mavericks,92,Philadelphia 76ers,86,Box Score,,11555,Wells Fargo Center,
114,"Mon, Nov 16, 2015",8:00p,Indiana Pacers,95,Chicago Bulls,96,Box Score,,21660,United Center,
115,"Mon, Nov 16, 2015",8:00p,Boston Celtics,111,Houston Rockets,95,Box Score,,17005,Toyota Center,
116,"Mon, Nov 16, 2015",8:00p,Oklahoma City Thunder,114,Memphis Grizzlies,122,Box Score,,17270,FedEx Forum,
117,"Mon, Nov 16, 2015",8:30p,Portland Trail Blazers,80,San Antonio Spurs,93,Box Score,,18418,AT&T Center,
118,"Mon, Nov 16, 2015",9:00p,Los Angeles Lakers,101,Phoenix Suns,120,Box Score,,18055,Talking Stick Resort Arena,
119,"Tue, Nov 17, 2015",7:00p,Milwaukee Bucks,86,Washington Wizards,115,Box Score,,15485,Verizon Center,
120,"Tue, Nov 17, 2015",7:30p,Atlanta Hawks,88,Brooklyn Nets,90,Box Score,,12241,Barclays Center,
121,"Tue, Nov 17, 2015",7:30p,Cleveland Cavaliers,99,Detroit Pistons,104,Box Score,,18442,The Palace of Auburn Hills,
122,"Tue, Nov 17, 2015",7:30p,Minnesota Timberwolves,103,Miami Heat,91,Box Score,,19600,AmericanAirlines Arena,
123,"Tue, Nov 17, 2015",7:30p,Charlotte Hornets,94,New York Knicks,102,Box Score,,19812,Madison Square Garden (IV),
124,"Tue, Nov 17, 2015",8:00p,Denver Nuggets,115,New Orleans Pelicans,98,Box Score,,17269,Smoothie King Center,
125,"Tue, Nov 17, 2015",10:30p,Toronto Raptors,110,Golden State Warriors,115,Box Score,,19596,Oracle Arena,
126,"Wed, Nov 18, 2015",7:00p,Brooklyn Nets,111,Charlotte Hornets,116,Box Score,,14040,Time Warner Cable Arena,
127,"Wed, Nov 18, 2015",7:00p,Minnesota Timberwolves,101,Orlando Magic,104,Box Score,OT,16048,Amway Center,
128,"Wed, Nov 18, 2015",7:00p,Indiana Pacers,112,Philadelphia 76ers,85,Box Score,,11080,Wells Fargo Center,
129,"Wed, Nov 18, 2015",7:30p,Dallas Mavericks,106,Boston Celtics,102,Box Score,,17262,TD Garden,
130,"Wed, Nov 18, 2015",8:00p,Sacramento Kings,97,Atlanta Hawks,103,Box Score,,13008,Philips Arena,
131,"Wed, Nov 18, 2015",8:00p,Portland Trail Blazers,103,Houston Rockets,108,Box Score,OT,17107,Toyota Center,
132,"Wed, Nov 18, 2015",8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,110,Box Score,,18203,Chesapeake Energy Arena,
133,"Wed, Nov 18, 2015",8:30p,Denver Nuggets,98,San Antonio Spurs,109,Box Score,,18418,AT&T Center,
134,"Wed, Nov 18, 2015",9:00p,Toronto Raptors,89,Utah Jazz,93,Box Score,,18741,Vivint Smart Home Arena,
135,"Wed, Nov 18, 2015",10:30p,Chicago Bulls,103,Phoenix Suns,97,Box Score,,17377,Talking Stick Resort Arena,
136,"Thu, Nov 19, 2015",7:30p,Sacramento Kings,109,Miami Heat,116,Box Score,,19600,AmericanAirlines Arena,
137,"Thu, Nov 19, 2015",8:00p,Milwaukee Bucks,100,Cleveland Cavaliers,115,Box Score,,20562,Quicken Loans Arena,
138,"Thu, Nov 19, 2015",10:30p,Golden State Warriors,124,Los Angeles Clippers,117,Box Score,,19528,STAPLES Center,
139,"Fri, Nov 20, 2015",7:00p,Philadelphia 76ers,88,Charlotte Hornets,113,Box Score,,17926,Time Warner Cable Arena,
140,"Fri, Nov 20, 2015",7:30p,Brooklyn Nets,95,Boston Celtics,120,Box Score,,18361,TD Garden,
141,"Fri, Nov 20, 2015",8:00p,Houston Rockets,84,Memphis Grizzlies,96,Box Score,,17555,FedEx Forum,
142,"Fri, Nov 20, 2015",8:00p,Detroit Pistons,96,Minnesota Timberwolves,86,Box Score,,13445,Target Center,
143,"Fri, Nov 20, 2015",8:00p,San Antonio Spurs,90,New Orleans Pelicans,104,Box Score,,16698,Smoothie King Center,
144,"Fri, Nov 20, 2015",8:00p,New York Knicks,93,Oklahoma City Thunder,90,Box Score,,18203,Chesapeake Energy Arena,
145,"Fri, Nov 20, 2015",8:30p,Utah Jazz,93,Dallas Mavericks,102,Box Score,,20028,American Airlines Center,
146,"Fri, Nov 20, 2015",9:00p,Phoenix Suns,114,Denver Nuggets,107,Box Score,,12264,Pepsi Center,
147,"Fri, Nov 20, 2015",10:00p,Los Angeles Clippers,91,Portland Trail Blazers,102,Box Score,,19393,Moda Center,
148,"Fri, Nov 20, 2015",10:30p,Chicago Bulls,94,Golden State Warriors,106,Box Score,,19596,Oracle Arena,
149,"Fri, Nov 20, 2015",10:30p,Toronto Raptors,102,Los Angeles Lakers,91,Box Score,,18997,STAPLES Center,
150,"Sat, Nov 21, 2015",5:00p,Sacramento Kings,97,Orlando Magic,91,Box Score,,16104,Amway Center,
151,"Sat, Nov 21, 2015",7:00p,Milwaukee Bucks,86,Indiana Pacers,123,Box Score,,17137,Bankers Life Fieldhouse,
152,"Sat, Nov 21, 2015",7:30p,Atlanta Hawks,97,Cleveland Cavaliers,109,Box Score,,20562,Quicken Loans Arena,
153,"Sat, Nov 21, 2015",7:30p,Washington Wizards,97,Detroit Pistons,95,Box Score,,15890,The Palace of Auburn Hills,
154,"Sat, Nov 21, 2015",8:00p,New York Knicks,107,Houston Rockets,102,Box Score,,18226,Toyota Center,
155,"Sat, Nov 21, 2015",8:00p,Philadelphia 76ers,91,Miami Heat,96,Box Score,,19673,AmericanAirlines Arena,
156,"Sat, Nov 21, 2015",8:30p,Memphis Grizzlies,82,San Antonio Spurs,92,Box Score,,18418,AT&T Center,
157,"Sun, Nov 22, 2015",3:30p,Toronto Raptors,91,Los Angeles Clippers,80,Box Score,,19060,STAPLES Center,
158,"Sun, Nov 22, 2015",6:00p,Boston Celtics,101,Brooklyn Nets,111,Box Score,,14866,Barclays Center,
159,"Sun, Nov 22, 2015",6:00p,Phoenix Suns,116,New Orleans Pelicans,122,Box Score,,16680,Smoothie King Center,
160,"Sun, Nov 22, 2015",7:00p,Dallas Mavericks,114,Oklahoma City Thunder,117,Box Score,,18203,Chesapeake Energy Arena,
161,"Sun, Nov 22, 2015",8:00p,Golden State Warriors,118,Denver Nuggets,105,Box Score,,17689,Pepsi Center,
162,"Sun, Nov 22, 2015",9:30p,Portland Trail Blazers,107,Los Angeles Lakers,93,Box Score,,18997,STAPLES Center,
163,"Mon, Nov 23, 2015",7:00p,Sacramento Kings,122,Charlotte Hornets,127,Box Score,OT,14163,Time Warner Cable Arena,
164,"Mon, Nov 23, 2015",7:00p,Orlando Magic,103,Cleveland Cavaliers,117,Box Score,,20562,Quicken Loans Arena,
165,"Mon, Nov 23, 2015",7:30p,New York Knicks,78,Miami Heat,95,Box Score,,19777,AmericanAirlines Arena,
166,"Mon, Nov 23, 2015",8:00p,Detroit Pistons,88,Milwaukee Bucks,109,Box Score,,12319,BMO Harris Bradley Center,
167,"Mon, Nov 23, 2015",8:00p,Philadelphia 76ers,95,Minnesota Timberwolves,100,Box Score,,11382,Target Center,
168,"Mon, Nov 23, 2015",8:30p,Phoenix Suns,84,San Antonio Spurs,98,Box Score,,18418,AT&T Center,
169,"Mon, Nov 23, 2015",9:00p,Oklahoma City Thunder,111,Utah Jazz,89,Box Score,,19911,Vivint Smart Home Arena,
170,"Tue, Nov 24, 2015",7:00p,Indiana Pacers,123,Washington Wizards,106,Box Score,,15486,Verizon Center,
171,"Tue, Nov 24, 2015",8:00p,Boston Celtics,97,Atlanta Hawks,121,Box Score,,18968,Philips Arena,
172,"Tue, Nov 24, 2015",8:00p,Dallas Mavericks,96,Memphis Grizzlies,110,Box Score,,17381,FedEx Forum,
173,"Tue, Nov 24, 2015",9:00p,Los Angeles Clippers,111,Denver Nuggets,94,Box Score,,13257,Pepsi Center,
174,"Tue, Nov 24, 2015",10:00p,Chicago Bulls,93,Portland Trail Blazers,88,Box Score,,19393,Moda Center,
175,"Tue, Nov 24, 2015",10:30p,Los Angeles Lakers,77,Golden State Warriors,111,Box Score,,19596,Oracle Arena,
176,"Wed, Nov 25, 2015",7:00p,Washington Wizards,87,Charlotte Hornets,101,Box Score,,17064,Time Warner Cable Arena,
